id,AB (mGal),Longitud,Latitud
1105,286.000,-23.177,15.214
1106,286.000,-23.176,15.215
1107,286.000,-23.175,15.216
1108,286.000,-23.174,15.217
1109,286.000,-23.185,15.198
1110,286.000,-23.185,15.197
1111,286.000,-23.184,15.195
1112,286.000,-23.183,15.193
1113,286.000,-23.183,15.192
1114,286.000,-23.182,15.189
1115,286.000,-23.180,15.187
1116,286.000,-23.178,15.185
1117,286.000,-23.177,15.183
1118,286.000,-23.175,15.181
1119,286.000,-23.174,15.179
1120,286.000,-23.172,15.177
1121,286.000,-23.170,15.174
1122,286.000,-23.169,15.172
1123,286.000,-23.167,15.170
1124,286.000,-23.165,15.168
1125,286.000,-23.164,15.166
1126,286.000,-23.162,15.164
1127,286.000,-23.159,15.162
1128,286.000,-23.158,15.160
129,286.000,-23.157,15.159
1130,286.000,-23.155,15.157
1131,286.000,-23.154,15.155
1132,286.000,-23.153,15.153
1133,286.000,-23.150,15.152
1134,286.000,-23.148,15.151
1135,286.000,-23.146,15.151
1136,286.000,-23.143,15.150
1137,286.000,-23.140,15.150
1138,286.000,-23.138,15.151
1139,286.000,-23.136,15.151
1140,286.000,-23.134,15.153
1141,286.000,-23.132,15.153
1142,286.000,-23.130,15.155
1143,286.000,-23.128,15.156
1144,286.000,-23.126,15.158
1145,286.000,-23.124,15.160
1146,286.000,-23.123,15.161
1147,286.000,-23.122,15.163
1148,286.000,-23.121,15.165
1149,286.000,-23.121,15.167
1150,286.000,-23.121,15.170
1151,286.000,-23.121,15.173
1152,286.000,-23.124,15.189
1153,286.000,-23.123,15.187
1154,286.000,-23.123,15.186
1155,286.000,-23.122,15.184
1156,286.000,-23.122,15.182
1157,286.000,-23.121,15.180
1158,286.000,-23.121,15.178
1159,286.000,-23.121,15.176
